Title,Company,Experience,Salary,Location,Skills,Link,Skills_List,Experience_Years
bench sales recruiter,pragmatic it,3-5 yrs,Not Disclosed,kolkata mumbai new delhi hyderabad pune chennai bengaluru,bench sales social media psychology hr management advertising monitoring recruitment,https://www.naukri.com/job-listings-bench-sales-recruiter-pragmaticitinc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-5-years-120923500530,['bench sales social media psychology hr management advertising monitoring recruitment'],3
technical consultant azure infrastructure management,golden five,5-8 yrs,Not Disclosed,kolkata mumbai new delhi hyderabad pune chennai bengaluru,asr git networking infrastructure management vpn powershell devops net,https://www.naukri.com/job-listings-technical-consultant-azure-infrastructure-management-golden-five-llc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-8-years-131223500329,['asr git networking infrastructure management vpn powershell devops net'],5
site reliability developer 3,oracle,5-10 yrs,Not Disclosed,hyderabad bengaluru,automation perl oracle apache troubleshooting distribution system operations analytics,https://www.naukri.com/job-listings-site-reliability-developer-3-oracle-india-pvt-ltd-hyderabad-bengaluru-5-to-10-years-270325502260,['automation perl oracle apache troubleshooting distribution system operations analytics'],5
sr aspnet developers,sysberries technology,3-5 yrs,Not Disclosed,kolkata mumbai new delhi hyderabad pune chennai bengaluru,linq git sitecore umbraco javascript cms entity framework visual studio,https://www.naukri.com/job-listings-sr-asp-net-developers-sysberries-technology-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-5-years-291123500265,['linq git sitecore umbraco javascript cms entity framework visual studio'],3
senior dot net developer  azure,swits digital,6-9 yrs,Not Disclosed,bengaluru,backend jquery version control git devops javascript html http,https://www.naukri.com/job-listings-senior-dot-net-developer-azure-swits-digital-private-limited-bengaluru-6-to-9-years-260325502181,['backend jquery version control git devops javascript html http'],6
jc26032025 azure with dot net c,amakshar technology,8-11 yrs,Not Disclosed,bengaluru,backend coding debugging javascript agile application development scrum integration services,https://www.naukri.com/job-listings-jc26032025-azure-with-dot-net-c-amakshar-technology-bengaluru-8-to-11-years-280325502358,['backend coding debugging javascript agile application development scrum integration services'],8
industrial operations engineer  b,capgemini,3-6 yrs,Not Disclosed,bengaluru,industrial operations method study time study process layout motion study mechanical engineering production capacity calculation,https://www.naukri.com/job-listings-industrial-operations-engineer-b-capgemini-technology-services-india-limited-bengaluru-3-to-6-years-120325905320,['industrial operations method study time study process layout motion study mechanical engineering production capacity calculation'],3
industrial operations engineer  b,capgemini,2-4 yrs,Not Disclosed,bengaluru,industrial operations method study time study process layout motion study mechanical engineering production capacity calculation,https://www.naukri.com/job-listings-industrial-operations-engineer-b-capgemini-technology-services-india-limited-bengaluru-2-to-4-years-070325907530,['industrial operations method study time study process layout motion study mechanical engineering production capacity calculation'],2
industrial operations engineer  b,capgemini,4-8 yrs,Not Disclosed,bengaluru,industrial operations engineering method study time study process layout motion study production industrial engineering production planning,https://www.naukri.com/job-listings-industrial-operations-engineer-b-capgemini-technology-services-india-limited-bengaluru-4-to-8-years-110325923551,['industrial operations engineering method study time study process layout motion study production industrial engineering production planning'],4
production supervisor,saint gobain,2-6 yrs,Not Disclosed,bengalurubudigere cross,production shift planning production planning manpower handling planning handling production supervising manpower,https://www.naukri.com/job-listings-production-supervisor-saint-gobain-bengaluru-2-to-6-years-190325007534,['production shift planning production planning manpower handling planning handling production supervising manpower'],2
talent acquisition specialist 3p,reliance retail,2-5 yrs,4-7 lacs pa,bengaluru,interviewing head hunting screening initiative data hiring policies candidate sourcing,https://www.naukri.com/job-listings-talent-acquisition-specialist-3p-reliance-retail-bengaluru-2-to-5-years-190325017307,['interviewing head hunting screening initiative data hiring policies candidate sourcing'],2
engineer  product safety,schindler,3-7 yrs,Not Disclosed,hyderabad,product safety management risk assessment product compliance incident management quality assurance regulatory compliance assurance regulatory,https://www.naukri.com/job-listings-engineer-product-safety-schindler-india-pvt-ltd-hyderabad-3-to-7-years-120325908567,['product safety management risk assessment product compliance incident management quality assurance regulatory compliance assurance regulatory'],3
campus recruiter,randstad enterprise,4-6 yrs,8-12 lacs pa,bengaluru,campus interviews campus hiring campus recruitment employer branding branding interviewing campus hiring,https://www.naukri.com/job-listings-campus-recruiter-randstad-enterprise-bengaluru-4-to-6-years-240325025553,['campus interviews campus hiring campus recruitment employer branding branding interviewing campus hiring'],4
asst manager  product development oil filter,robert bosch engineering and business solutions private limited,4-8 yrs,Not Disclosed,bengaluru,fluid mechanics material science hydraulics field testing project management cad market intelligence valves,https://www.naukri.com/job-listings-asst-manager-product-development-oil-filter-robert-bosch-engineering-and-business-solutions-private-limited-bengaluru-4-to-8-years-210325500246,['fluid mechanics material science hydraulics field testing project management cad market intelligence valves'],4
mechanical engineering practitioner,accenture,2-7 yrs,Not Disclosed,bengaluru,3d modeling nx fixtures tool design automotive engineering project management c mechanical engineering,https://www.naukri.com/job-listings-mechanical-engineering-practitioner-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-180325923795,['3d modeling nx fixtures tool design automotive engineering project management c mechanical engineering'],2
engineering change ec engineer,applied materials,3-5 yrs,Not Disclosed,bengaluru,project management product development kpi development change management change development project engineering,https://www.naukri.com/job-listings-engineering-change-ec-engineer-applied-materials-india-private-limited-bengaluru-3-to-5-years-120325922909,['project management product development kpi development change management change development project engineering'],3
software engineer dot net  angularjs software engineer,polaris software lab,1-6 yrs,Not Disclosed,bengaluru,erp testing tools technical leadership javascript agile html application development scrum,https://www.naukri.com/job-listings-software-engineer-dot-net-angularjs-software-engineer-polaris-software-lab-ltd-bengaluru-1-to-6-years-070225505322,['erp testing tools technical leadership javascript agile html application development scrum'],1
senior design engineer mechanical,insmart systems,5-10 yrs,Not Disclosed,hyderabadmoosapet,autocad solid works estimation design calculations gdt spm design machine building special purpose machine design,https://www.naukri.com/job-listings-senior-design-engineer-mechanical-insmart-systems-hyderabad-5-to-10-years-190623003614,['autocad solid works estimation design calculations gdt spm design machine building special purpose machine design'],5
core dot net test automation  it service base  remote,gennext india private limited,5-8 yrs,25-32.5 lacs pa,remote,c gcp core dot net selenium sql nunit dot automation,https://www.naukri.com/job-listings-core-dot-net-test-automation-it-service-base-remote-gennext-india-private-limited-bengaluru-5-to-8-years-020425025687,['c gcp core dot net selenium sql nunit dot automation'],5
engineer  product safety,schindler,5-8 yrs,Not Disclosed,hyderabad,product safety management risk assessment incident management quality assurance product development regulatory compliance compliance quality,https://www.naukri.com/job-listings-engineer-product-safety-schindler-india-pvt-ltd-hyderabad-5-to-8-years-120325908573,['product safety management risk assessment incident management quality assurance product development regulatory compliance compliance quality'],5
senior software engineer c and dot net,snaproute,4-7 yrs,Not Disclosed,bengaluru,automation cyber security coding equity security services software development life cycle windows oracle,https://www.naukri.com/job-listings-senior-software-engineer-c-and-dot-net-snaproute-bengaluru-4-to-7-years-060225506533,['automation cyber security coding equity security services software development life cycle windows oracle'],4
sr business presentation and graphic designers adobe suite 3 yrs,gryphon hytech services,3-8 yrs,Not Disclosed,bengaluru,business presentations power point presentation graphic designing adobe suite design powerpoint presentation graphics,https://www.naukri.com/job-listings-sr-business-presentation-and-graphic-designers-adobe-suite-3-yrs-gryphon-hytech-services-bengaluru-3-to-8-years-050225014782,['business presentations power point presentation graphic designing adobe suite design powerpoint presentation graphics'],3
senior manufacturing engineer,medtronic,8-10 yrs,Not Disclosed,hyderabad,plm simulation manufacturing process pharma production engineering healthcare ppap pfmea,https://www.naukri.com/job-listings-senior-manufacturing-engineer-india-medtronic-pvt-ltd-hyderabad-8-to-10-years-130225501945,['plm simulation manufacturing process pharma production engineering healthcare ppap pfmea'],8
sr engineer  product safety,schindler,5-8 yrs,Not Disclosed,hyderabad,product safety management risk assessment installation incident management quality assurance product development assurance assessment,https://www.naukri.com/job-listings-sr-engineer-product-safety-schindler-india-pvt-ltd-hyderabad-5-to-8-years-120325908572,['product safety management risk assessment installation incident management quality assurance product development assurance assessment'],5
sr engineer  product safety,schindler,5-8 yrs,Not Disclosed,hyderabad,product safety management risk assessment product compliance incident management quality assurance regulatory compliance management regulatory,https://www.naukri.com/job-listings-sr-engineer-product-safety-schindler-india-pvt-ltd-hyderabad-5-to-8-years-120325908577,['product safety management risk assessment product compliance incident management quality assurance regulatory compliance management regulatory'],5
